0.272783 0.00913783 0.0574079 0.00243093 0.0302877
0.137243 0.00230126 0.0264526 0.00153263 0.0151657
0.0751829 0.00136612 0.0126779 0.00120934 0.00857255
0.0406637 0.0018092 0.00875573 0.00108133 0.00547411
